sample_id,start,end,boundary,key,lForm,lemma,form,origchar,pos,cType,cForm,wType,tType,speaker,page
50-虎寛1792_02008,10,30,B,人馬,ヒトウマ,人馬,ヒトウマ,人馬,名詞-普通名詞-一般,,,和,,,261
50-虎寛1792_02008,30,40,B,初,ショ,初,ショ,初,接頭辞,,,漢,割書き,,261
50-虎寛1792_02008,40,70,I,名乗り,ナノリ,名乗り,ナノリ,名乗り,名詞-普通名詞-一般,,,和,割書き,,261
50-虎寛1792_02008,70,90,I,より,ヨリ,より,ヨリ,より,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,90,110,I,太郎,タロウ,太郎,タロー,太郎,名詞-普通名詞-一般,,,漢,割書き,,261
50-虎寛1792_02008,110,150,I,くはじや,カジャ,冠者,カジャ,くはじや,名詞-普通名詞-一般,,,漢,割書き,,261
50-虎寛1792_02008,150,180,I,呼出し,ヨビイダス,呼び出だす,ヨビイダシ,呼出し,動詞-一般,文語四段-サ行,連用形-一般,和,割書き,,261
50-虎寛1792_02008,180,190,I,、,,、,,、,補助記号-読点,,,記号,割書き,,261
50-虎寛1792_02008,190,210,I,新参,シンザン,新参,シンザン,新参,名詞-普通名詞-一般,,,漢,割書き,,261
50-虎寛1792_02008,210,220,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,220,230,I,者,モノ,者,モノ,者,名詞-普通名詞-一般,,,和,割書き,,261
50-虎寛1792_02008,230,240,I,を,ヲ,を,オ,を,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,240,270,I,かかへ,カカエル,抱える,カカエ,かゝへ,動詞-一般,文語下二段-ハ行,連用形-一般,和,割書き,,261
50-虎寛1792_02008,270,280,I,て,テ,て,テ,て,助詞-接続助詞,,,和,割書き,,261
50-虎寛1792_02008,280,300,I,来い,クル,来る,コイ,来い,動詞-非自立可能,カ行変格,命令形,和,割書き,,261
50-虎寛1792_02008,300,310,I,と,ト,と,ト,と,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,310,320,I,云,イウ,言う,イウ,云,動詞-一般,文語四段-ハ行,終止形-一般,和,割書き,,261
50-虎寛1792_02008,320,330,I,。,,。,,。,補助記号-句点,,,記号,割書き,,261
50-虎寛1792_02008,330,350,B,太郎,タロウ,太郎,タロー,太郎,名詞-普通名詞-一般,,,漢,割書き,,261
50-虎寛1792_02008,350,370,I,上下,ジョウゲ,上下,ジョーゲ,上下,名詞-普通名詞-サ変可能,,,漢,割書き,,261
50-虎寛1792_02008,370,380,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,380,400,I,海道,カイドウ,海道,カイドー,海道,名詞-普通名詞-一般,,,漢,割書き,,261
50-虎寛1792_02008,400,410,I,へ,ヘ,へ,エ,へ,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,410,420,I,出,イデル,出でる,イデ,出,動詞-一般,文語下二段-ダ行,連用形-一般,和,割書き,,261
50-虎寛1792_02008,420,430,I,、,,、,,、,補助記号-読点,,,記号,割書き,,261
50-虎寛1792_02008,430,470,I,待合する,マチアワセル,待ち合わせる,マチアワスル,待合する,動詞-一般,文語下二段-サ行,連体形-一般,和,割書き,,261
50-虎寛1792_02008,470,480,I,。,,。,,。,補助記号-句点,,,記号,割書き,,261
50-虎寛1792_02008,480,500,B,新参,シンザン,新参,シンザン,新参,名詞-普通名詞-一般,,,漢,割書き,,261
50-虎寛1792_02008,500,510,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,510,520,I,者,モノ,者,モノ,者,名詞-普通名詞-一般,,,和,割書き,,261
50-虎寛1792_02008,520,550,I,文相撲,フミズモウ,文相撲,フミズモー,文相撲,名詞-普通名詞-一般,,,和,割書き,,261
50-虎寛1792_02008,550,570,I,など,ナド,など,ナド,など,助詞-副助詞,,,和,割書き,,261
50-虎寛1792_02008,570,580,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,580,610,I,ごとく,ゴトシ,ごとし,ゴトク,ごとく,助動詞,文語助動詞-ゴトシ,連用形-一般,和,割書き,,261
50-虎寛1792_02008,610,640,I,名乗り,ナノル,名乗る,ナノリ,名乗り,動詞-一般,文語四段-ラ行,連用形-一般,和,割書き,,261
50-虎寛1792_02008,640,650,I,、,,、,,、,補助記号-読点,,,記号,割書き,,261
50-虎寛1792_02008,650,670,I,道行,ミチユキ,道行,ミチユキ,道行,名詞-普通名詞-一般,,,和,割書き,,261
50-虎寛1792_02008,670,690,I,する,スル,為る,スル,する,動詞-非自立可能,文語サ行変格,連体形-一般,和,割書き,,261
50-虎寛1792_02008,690,700,I,。,,。,,。,補助記号-句点,,,記号,割書き,,261
50-虎寛1792_02008,700,720,B,太郎,タロウ,太郎,タロー,太郎,名詞-普通名詞-一般,,,漢,割書き,,261
50-虎寛1792_02008,720,760,I,くはじや,カジャ,冠者,カジャ,くはじや,名詞-普通名詞-一般,,,漢,割書き,,261
50-虎寛1792_02008,760,770,I,詞,コトバ,言葉,コトバ,詞,名詞-普通名詞-一般,,,和,割書き,,261
50-虎寛1792_02008,770,780,I,を,ヲ,を,オ,を,助詞-格助詞,,,和,割書き,,261
50-虎寛1792_02008,780,800,I,かけ,カケル,掛ける,カケ,かけ,動詞-非自立可能,文語下二段-カ行,連用形-一般,和,割書き,,261
50-虎寛1792_02008,800,810,I,、,,、,,、,補助記号-読点,,,記号,割書き,,261
