sample_id,start,end,boundary,key,lForm,lemma,form,origchar,pos,cType,cForm,wType,tType,speaker,page
50-虎寛1792_02020,10,50,B,ぼう〳〵,ボウボウ,忙々,ボーボー,ぼう〳〵,形状詞-タリ,,,漢,,,332
50-虎寛1792_02020,50,80,I,がしら,カシラ,頭,ガシラ,がしら,名詞-普通名詞-一般,,,和,,,332
50-虎寛1792_02020,80,100,B,初文,ショブン,初文,ショブン,初文,名詞-普通名詞-一般,,,漢,割書き,,332
50-虎寛1792_02020,100,110,I,蔵,クラ,蔵,クラ,蔵,名詞-普通名詞-一般,,,和,割書き,,332
50-虎寛1792_02020,110,130,I,など,ナド,など,ナド,など,助詞-副助詞,,,和,割書き,,332
50-虎寛1792_02020,130,150,I,同断,ドウダン,同断,ドーダン,同断,名詞-普通名詞-一般,,,漢,割書き,,332
50-虎寛1792_02020,150,160,I,。,,。,,。,補助記号-句点,,,記号,割書き,,332
50-虎寛1792_02020,160,170,B,夫,ソレ,其れ,ソレ,夫,代名詞,,,和,会話,主,332
50-虎寛1792_02020,170,180,I,へ,ヘ,へ,エ,へ,助詞-格助詞,,,和,会話,主,332
50-虎寛1792_02020,180,190,I,出,イデル,出でる,イデ,出,動詞-一般,文語下二段-ダ行,連用形-一般,和,会話,主,332
50-虎寛1792_02020,190,200,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,主,332
50-虎寛1792_02020,200,210,I,都,ミヤコ,都,ミヤコ,都,名詞-普通名詞-一般,,,和,会話,主,332
50-虎寛1792_02020,210,220,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,主,332
50-虎寛1792_02020,220,240,I,様子,ヨウス,様子,ヨース,様子,名詞-普通名詞-一般,,,漢,会話,主,332
50-虎寛1792_02020,240,250,I,を,ヲ,を,オ,を,助詞-格助詞,,,和,会話,主,332
50-虎寛1792_02020,250,280,I,かたれ,カタル,語る,カタレ,かたれ,動詞-一般,文語四段-ラ行,命令形,和,会話,主,332
50-虎寛1792_02020,280,290,I,。,,。,,。,補助記号-句点,,,記号,会話,主,332
50-虎寛1792_02020,290,300,B,畏,カシコマル,畏まる,カシコマッ,畏,動詞-一般,文語四段-ラ行,連用形-促音便,和,会話,シテ,332
50-虎寛1792_02020,300,310,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,シテ,332
50-虎寛1792_02020,310,340,I,御ざる,ゴザル,御座る,ゴザル,御ざる,動詞-非自立可能,文語四段-ラ行,終止形-一般,混,会話,シテ,332
50-虎寛1792_02020,340,350,I,。,,。,,。,補助記号-句点,,,記号,会話,シテ,332
50-虎寛1792_02020,350,370,B,天下,テンカ,天下,テンガ,天下,名詞-普通名詞-一般,,,漢,会話,シテ,332
50-虎寛1792_02020,370,390,I,治り,オサマル,収まる,オサマリ,治り,動詞-一般,文語四段-ラ行,連用形-一般,和,会話,シテ,332
50-虎寛1792_02020,390,400,I,、,,、,,、,補助記号-読点,,,記号,会話,シテ,332
50-虎寛1792_02020,400,440,I,めでたい,メデタイ,めでたい,メデタイ,めでたい,形容詞-一般,形容詞,連体形-一般,和,会話,シテ,332
50-虎寛1792_02020,440,460,I,御代,ミヨ,御代,ミヨ,御代,名詞-普通名詞-一般,,,和,会話,シテ,332
50-虎寛1792_02020,460,470,I,で,ナリ,なり,デ,で,助動詞,文語助動詞-ナリ-断定,連用形-融合,和,会話,シテ,332
50-虎寛1792_02020,470,500,I,御座れ,ゴザル,御座る,ゴザレ,御座れ,動詞-非自立可能,文語四段-ラ行,已然形-一般,混,会話,シテ,332
50-虎寛1792_02020,500,510,I,ば,バ,ば,バ,,助詞-接続助詞,,,和,会話,シテ,332
50-虎寛1792_02020,510,520,I,、,,、,,、,補助記号-読点,,,記号,会話,シテ,332
50-虎寛1792_02020,520,540,I,物見,モノミ,物見,モノミ,物見,名詞-普通名詞-一般,,,和,会話,シテ,332
50-虎寛1792_02020,540,560,I,遊山,ユサン,遊山,ユサン,遊山,名詞-普通名詞-一般,,,漢,会話,シテ,332
50-虎寛1792_02020,560,570,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,シテ,332
50-虎寛1792_02020,570,580,I,と,ト,と,ト,と,助詞-格助詞,,,和,会話,シテ,332
50-虎寛1792_02020,580,590,I,申,モウス,申す,モーシ,申,動詞-非自立可能,文語四段-サ行,連用形-一般,和,会話,シテ,332
50-虎寛1792_02020,590,600,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,シテ,332
