sample_id,start,end,boundary,key,lForm,lemma,form,origchar,pos,cType,cForm,wType,tType,speaker,page
50-虎寛1792_02007,10,30,B,秀句,シュウク,秀句,シューク,秀句,名詞-普通名詞-一般,,,漢,,,256
50-虎寛1792_02007,30,40,I,傘,カラカサ,傘,ガラカサ,傘,名詞-普通名詞-一般,,,和,,,256
50-虎寛1792_02007,40,50,B,此,コノ,此の,コノ,此,連体詞,,,和,会話,シテ,256
50-虎寛1792_02007,50,70,I,当り,アタリ,辺り,アタリ,当り,名詞-普通名詞-副詞可能,,,和,会話,シテ,256
50-虎寛1792_02007,70,80,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,シテ,256
50-虎寛1792_02007,80,110,I,かくれ,カクレ,隠れ,カクレ,かくれ,名詞-普通名詞-一般,,,和,会話,シテ,256
50-虎寛1792_02007,110,120,I,も,モ,も,モ,も,助詞-係助詞,,,和,会話,シテ,256
50-虎寛1792_02007,120,140,I,ない,ナイ,無い,ナイ,ない,形容詞-非自立可能,形容詞,連体形-一般,和,会話,シテ,256
50-虎寛1792_02007,140,160,I,大名,ダイミョウ,大名,ダイミョー,大名,名詞-普通名詞-一般,,,漢,会話,シテ,256
50-虎寛1792_02007,160,180,I,です,デス,です,デス,です,助動詞,助動詞-デス,終止形-一般,和,会話,シテ,256
50-虎寛1792_02007,180,190,I,。,,。,,。,補助記号-句点,,,記号,会話,シテ,256
50-虎寛1792_02007,190,210,B,天下,テンカ,天下,テンガ,天下,名詞-普通名詞-一般,,,漢,会話,シテ,256
50-虎寛1792_02007,210,230,I,治り,オサマル,収まる,オサマリ,治り,動詞-一般,文語四段-ラ行,連用形-一般,和,会話,シテ,256
50-虎寛1792_02007,230,240,I,、,,、,,、,補助記号-読点,,,記号,会話,シテ,256
50-虎寛1792_02007,240,280,I,目出度い,メデタイ,めでたい,メデタイ,目出度い,形容詞-一般,形容詞,連体形-一般,和,会話,シテ,256
50-虎寛1792_02007,280,300,I,御代,ミヨ,御代,ミヨ,御代,名詞-普通名詞-一般,,,和,会話,シテ,256
50-虎寛1792_02007,300,310,I,で,ナリ,なり,デ,で,助動詞,文語助動詞-ナリ-断定,連用形-融合,和,会話,シテ,256
