sample_id,start,end,boundary,key,lForm,lemma,form,origchar,pos,cType,cForm,wType,tType,speaker,page
50-虎寛1792_07019,10,40,B,よこざ,ヨコザ,横座,ヨコザ,よこざ,名詞-普通名詞-一般,,,混,,,289
50-虎寛1792_07019,40,50,B,是,コレ,此れ,コレ,是,代名詞,,,和,会話,アド,289
50-虎寛1792_07019,50,60,I,は,ハ,は,ワ,は,助詞-係助詞,,,和,会話,アド,289
50-虎寛1792_07019,60,70,I,此,コノ,此の,コノ,此,連体詞,,,和,会話,アド,289
50-虎寛1792_07019,70,90,I,当り,アタリ,辺り,アタリ,当り,名詞-普通名詞-副詞可能,,,和,会話,アド,289
50-虎寛1792_07019,90,100,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,100,120,I,住居,スマイ,住まい,スマイ,住居,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,120,140,I,致す,イタス,致す,イタス,致す,動詞-非自立可能,文語四段-サ行,連体形-一般,和,会話,アド,289
50-虎寛1792_07019,140,160,I,耕作,コウサク,耕作,コーサク,耕作,名詞-普通名詞-サ変可能,,,漢,会話,アド,289
50-虎寛1792_07019,160,170,I,人,ニン,人,ニン,人,接尾辞-名詞的-一般,,,漢,会話,アド,289
50-虎寛1792_07019,170,180,I,で,ナリ,なり,デ,で,助動詞,文語助動詞-ナリ-断定,連用形-融合,和,会話,アド,289
50-虎寛1792_07019,180,210,I,御ざる,ゴザル,御座る,ゴザル,御ざる,動詞-非自立可能,文語四段-ラ行,終止形-一般,混,会話,アド,289
50-虎寛1792_07019,210,220,I,。,,。,,。,補助記号-句点,,,記号,会話,アド,289
50-虎寛1792_07019,220,230,B,此,コノ,此の,コノ,此,連体詞,,,和,会話,アド,289
50-虎寛1792_07019,230,240,I,間,アイダ,間,アイダ,間,名詞-普通名詞-副詞可能,,,和,会話,アド,289
50-虎寛1792_07019,240,250,I,牛,ウシ,牛,ウシ,牛,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,250,260,I,を,ヲ,を,オ,を,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,260,270,I,求,モトメル,求める,モトメ,求,動詞-一般,文語下二段-マ行,連用形-一般,和,会話,アド,289
50-虎寛1792_07019,270,280,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,アド,289
50-虎寛1792_07019,280,310,I,御座る,ゴザル,御座る,ゴザル,御座る,動詞-非自立可能,文語四段-ラ行,連体形-一般,混,会話,アド,289
50-虎寛1792_07019,310,320,I,が,ガ,が,ガ,が,助詞-接続助詞,,,和,会話,アド,289
50-虎寛1792_07019,320,330,I,、,,、,,、,補助記号-読点,,,記号,会話,アド,289
50-虎寛1792_07019,330,340,I,能,ヨイ,良い,ヨイ,能,形容詞-非自立可能,形容詞,連体形-一般,和,会話,アド,289
50-虎寛1792_07019,340,350,I,牛,ウシ,牛,ウシ,牛,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,350,360,I,か,カ,か,カ,か,助詞-副助詞,,,和,会話,アド,289
50-虎寛1792_07019,360,390,I,あしい,アシイ,悪しい,アシー,あしい,形容詞-一般,形容詞,連体形-一般,和,会話,アド,289
50-虎寛1792_07019,390,400,I,牛,ウシ,牛,ウシ,牛,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,400,410,I,か,カ,か,カ,か,助詞-副助詞,,,和,会話,アド,289
50-虎寛1792_07019,410,430,I,目利,メキキ,目利き,メキキ,目利,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,430,440,I,を,ヲ,を,オ,を,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,440,460,I,存ぜ,ゾンズル,存ずる,ゾンゼ,存ぜ,動詞-一般,文語サ行変格,未然形-一般,混,会話,アド,289
50-虎寛1792_07019,460,470,I,ぬ,ズ,ず,ヌ,ぬ,助動詞,文語助動詞-ズ,連体形-一般,和,会話,アド,289
50-虎寛1792_07019,470,480,I,。,,。,,。,補助記号-句点,,,記号,会話,アド,289
50-虎寛1792_07019,480,490,B,夫,ソレ,其れ,ソレ,夫,代名詞,,,和,会話,アド,289
50-虎寛1792_07019,490,500,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,500,510,I,付,ツク,付く,ツキ,付,動詞-非自立可能,文語四段-カ行,連用形-一般,和,会話,アド,289
50-虎寛1792_07019,510,520,I,、,,、,,、,補助記号-読点,,,記号,会話,アド,289
50-虎寛1792_07019,520,530,I,爰,ココ,此処,ココ,爰,代名詞,,,和,会話,アド,289
50-虎寛1792_07019,530,540,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,540,550,I,誰,ダレ,誰,タレ,誰,代名詞,,,和,会話,アド,289
50-虎寛1792_07019,550,560,I,と,ト,と,ト,と,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,560,570,I,申,モウス,申す,モース,申,動詞-非自立可能,文語四段-サ行,連体形-一般,和,会話,アド,289
50-虎寛1792_07019,570,580,I,牛,ウシ,牛,ウシ,牛,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,580,600,I,伯労,バクロウ,博労,バクロー,伯労,名詞-普通名詞-一般,,,漢,会話,アド,289
50-虎寛1792_07019,600,610,I,が,ガ,が,ガ,が,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,610,640,I,御座る,ゴザル,御座る,ゴザル,御座る,動詞-非自立可能,文語四段-ラ行,連体形-一般,混,会話,アド,289
50-虎寛1792_07019,640,650,I,が,ガ,が,ガ,が,助詞-接続助詞,,,和,会話,アド,289
50-虎寛1792_07019,650,660,I,、,,、,,、,補助記号-読点,,,記号,会話,アド,289
50-虎寛1792_07019,660,670,I,牛,ウシ,牛,ウシ,牛,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,670,680,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,680,700,I,目利,メキキ,目利き,メキキ,目利,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,700,720,I,をば,ヲバ,をば,オバ,をば,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,720,740,I,かた,カタ,肩,カタ,かた,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,740,750,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,750,780,I,ごとく,ゴトシ,ごとし,ゴトク,ごとく,助動詞,文語助動詞-ゴトシ,連用形-一般,和,会話,アド,289
50-虎寛1792_07019,780,800,I,能う,ヨク,良く,ヨー,能う,副詞,,,和,会話,アド,289
50-虎寛1792_07019,800,820,I,致す,イタス,致す,イタス,致す,動詞-非自立可能,文語四段-サ行,連体形-一般,和,会話,アド,289
50-虎寛1792_07019,820,830,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,830,840,I,依,ヨル,因る,ヨッ,依,動詞-一般,文語四段-ラ行,連用形-促音便,和,会話,アド,289
50-虎寛1792_07019,840,850,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,アド,289
50-虎寛1792_07019,850,860,I,、,,、,,、,補助記号-読点,,,記号,会話,アド,289
50-虎寛1792_07019,860,880,I,今日,コンニチ,今日,コンニチ,今日,名詞-普通名詞-副詞可能,,,漢,会話,アド,289
50-虎寛1792_07019,880,890,I,は,ハ,は,ワ,は,助詞-係助詞,,,和,会話,アド,289
50-虎寛1792_07019,890,910,I,あれ,アレ,彼れ,アレ,あれ,代名詞,,,和,会話,アド,289
50-虎寛1792_07019,910,920,I,へ,ヘ,へ,エ,へ,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,920,930,I,牽,ヒク,引く,ヒキ,牽,動詞-一般,文語四段-カ行,連用形-一般,和,会話,アド,289
50-虎寛1792_07019,930,940,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,アド,289
50-虎寛1792_07019,940,960,I,参り,マイル,参る,マイリ,参り,動詞-非自立可能,文語四段-ラ行,連用形-一般,和,会話,アド,289
50-虎寛1792_07019,960,970,I,、,,、,,、,補助記号-読点,,,記号,会話,アド,289
50-虎寛1792_07019,970,980,I,見,ミル,見る,ミ,見,動詞-非自立可能,文語上一段-マ行,連用形-一般,和,会話,アド,289
50-虎寛1792_07019,980,990,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,アド,289
50-虎寛1792_07019,990,1020,I,もらは,モラウ,貰う,モラワ,もらは,動詞-非自立可能,文語四段-ハ行,未然形-一般,和,会話,アド,289
50-虎寛1792_07019,1020,1030,I,う,ウ,う,ウ,う,助動詞,無変化型,終止形-一般,和,会話,アド,289
50-虎寛1792_07019,1030,1040,I,と,ト,と,ト,と,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,1040,1060,I,存る,ゾンズル,存ずる,ゾンズル,存る,動詞-一般,文語サ行変格,連体形-一般,混,会話,アド,289
50-虎寛1792_07019,1060,1070,I,。,,。,,。,補助記号-句点,,,記号,会話,アド,289
50-虎寛1792_07019,1070,1100,B,させい,サセイ,させい,サセー,サセイ,感動詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,1100,1120,I,〳〵,,〳〵,,〳〵,補助記号-一般,,,記号,会話,アド,289
50-虎寛1792_07019,1120,1130,I,。,,。,,。,補助記号-句点,,,記号,会話,アド,289
50-虎寛1792_07019,1130,1150,B,かう,コウ,こう,コー,かう,副詞,,,和,会話,アド,289
50-虎寛1792_07019,1150,1160,I,参,マイル,参る,マイリ,参,動詞-非自立可能,文語四段-ラ行,連用形-一般,和,会話,アド,289
50-虎寛1792_07019,1160,1170,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,アド,289
50-虎寛1792_07019,1170,1180,I,も,モ,も,モ,も,助詞-係助詞,,,和,会話,アド,289
50-虎寛1792_07019,1180,1190,I,宿,ヤド,宿,ヤド,宿,名詞-普通名詞-一般,,,和,会話,アド,289
50-虎寛1792_07019,1190,1200,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,アド,289
50-虎寛1792_07019,1200,1220,I,おれ,オル,居る,オレ,おれ,動詞-非自立可能,文語四段-ラ行,已然形-一般,和,会話,アド,289
50-虎寛1792_07019,1220,1230,I,ば,バ,ば,バ,ば,助詞-接続助詞,,,和,会話,アド,289
50-虎寛1792_07019,1230,1250,I,能う,ヨイ,良い,ヨー,能う,形容詞-非自立可能,形容詞,連用形-ウ音便,和,会話,アド,289
50-虎寛1792_07019,1250,1280,I,御座る,ゴザル,御座る,ゴザル,御座る,動詞-非自立可能,文語四段-ラ行,連体形-一般,混,会話,アド,289
