sample_id,start,end,boundary,key,lForm,lemma,form,origchar,pos,cType,cForm,wType,tType,speaker,page
50-虎寛1792_02018,10,30,B,ふじ,フジ,フジ,フジ,ふじ,名詞-固有名詞-地名-一般,,,固,,,323
50-虎寛1792_02018,30,50,I,まつ,マツ,松,マツ,まつ,名詞-普通名詞-一般,,,和,,,323
50-虎寛1792_02018,50,60,B,初,ハジメ,初め,ハジメ,初,名詞-普通名詞-副詞可能,,,和,割書き,,323
50-虎寛1792_02018,60,70,I,は,ハ,は,ワ,は,助詞-係助詞,,,和,割書き,,323
50-虎寛1792_02018,70,90,I,二千,ニセン,二千,ニセン,二千,名詞-数詞,,,漢,割書き,,323
50-虎寛1792_02018,90,100,I,石,コク,石,ゴク,石,名詞-普通名詞-助数詞可能,,,漢,割書き,,323
50-虎寛1792_02018,100,120,I,同断,ドウダン,同断,ドーダン,同断,名詞-普通名詞-一般,,,漢,割書き,,323
50-虎寛1792_02018,120,130,I,。,,。,,。,補助記号-句点,,,記号,割書き,,323
50-虎寛1792_02018,130,160,B,作り声,ツクリゴエ,作り声,ツクリゴエ,作り声,名詞-普通名詞-一般,,,和,割書き,,323
50-虎寛1792_02018,160,170,I,し,スル,為る,シ,し,動詞-非自立可能,文語サ行変格,連用形-一般,和,割書き,,323
50-虎寛1792_02018,170,180,I,て,テ,て,テ,て,助詞-接続助詞,,,和,割書き,,323
50-虎寛1792_02018,180,200,I,案内,アンナイ,案内,アンナイ,案内,名詞-普通名詞-サ変可能,,,漢,割書き,,323
50-虎寛1792_02018,200,220,I,乞ふ,コウ,請う,コー,乞ふ,動詞-一般,文語四段-ハ行,連用形-ウ音便,和,割書き,,323
50-虎寛1792_02018,220,230,I,て,テ,て,テ,て,助詞-接続助詞,,,和,割書き,,323
50-虎寛1792_02018,230,240,I,、,,、,,、,補助記号-読点,,,記号,割書き,,323
50-虎寛1792_02018,240,270,I,しかる,シカル,然る,シカル,しかる,動詞-一般,文語ラ行変格,連体形-一般,和,割書き,,323
50-虎寛1792_02018,270,280,I,所,トコロ,所,トコロ,所,名詞-普通名詞-副詞可能,,,和,割書き,,323
50-虎寛1792_02018,280,290,I,迄,マデ,まで,マデ,迄,助詞-副助詞,,,和,割書き,,323
50-虎寛1792_02018,290,310,I,同断,ドウダン,同断,ドーダン,同断,名詞-普通名詞-一般,,,漢,割書き,,323
50-虎寛1792_02018,310,320,I,。,,。,,。,補助記号-句点,,,記号,割書き,,323
50-虎寛1792_02018,320,330,B,去,サル,然る,サラ,去,動詞-一般,文語ラ行変格,未然形-一般,和,会話,シテ,323
50-虎寛1792_02018,330,340,I,ば,バ,ば,バ,ば,助詞-接続助詞,,,和,会話,シテ,323
50-虎寛1792_02018,340,350,I,其,ソノ,其の,ソノ,其,連体詞,,,和,会話,シテ,323
50-虎寛1792_02018,350,360,I,事,コト,事,コト,事,名詞-普通名詞-一般,,,和,会話,シテ,323
50-虎寛1792_02018,360,370,I,で,ナリ,なり,デ,で,助動詞,文語助動詞-ナリ-断定,連用形-融合,和,会話,シテ,323
50-虎寛1792_02018,370,400,I,御ざる,ゴザル,御座る,ゴザル,御ざる,動詞-非自立可能,文語四段-ラ行,終止形-一般,混,会話,シテ,323
50-虎寛1792_02018,400,410,I,。,,。,,。,補助記号-句点,,,記号,会話,シテ,323
50-虎寛1792_02018,410,420,B,一,イチ,一,イチ,一,名詞-数詞,,,漢,会話,シテ,323
50-虎寛1792_02018,420,430,I,人,ニン,人,ニン,人,接尾辞-名詞的-一般,,,漢,会話,シテ,323
