sample_id,start,end,boundary,key,lForm,lemma,form,origchar,pos,cType,cForm,wType,tType,speaker,page
50-虎寛1792_04024,10,50,B,やせまつ,ヤセマツ,痩せ松,ヤセマツ,やせまつ,名詞-普通名詞-一般,,,和,,,375
50-虎寛1792_04024,50,60,B,是,コレ,此れ,コレ,是,代名詞,,,和,会話,シテ,375
50-虎寛1792_04024,60,70,I,は,ハ,は,ワ,は,助詞-係助詞,,,和,会話,シテ,375
50-虎寛1792_04024,70,80,I,此,コノ,此の,コノ,此,連体詞,,,和,会話,シテ,375
50-虎寛1792_04024,80,100,I,当り,アタリ,辺り,アタリ,当り,名詞-普通名詞-副詞可能,,,和,会話,シテ,375
50-虎寛1792_04024,100,110,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,シテ,375
50-虎寛1792_04024,110,130,I,住居,スマイ,住まい,スマイ,住居,名詞-普通名詞-一般,,,和,会話,シテ,375
50-虎寛1792_04024,130,150,I,致す,イタス,致す,イタス,致す,動詞-非自立可能,文語四段-サ行,終止形-一般,和,会話,シテ,375
50-虎寛1792_04024,150,160,I,、,,、,,、,補助記号-読点,,,記号,会話,シテ,375
50-虎寛1792_04024,160,170,I,△,,△,,△,補助記号-一般,,,記号,会話,シテ,375
50-虎寛1792_04024,170,180,I,心,ココロ,心,ココロ,心,名詞-普通名詞-サ変可能,,,和,会話,シテ,375
50-虎寛1792_04024,180,190,I,も,モ,も,モ,も,助詞-係助詞,,,和,会話,シテ,375
50-虎寛1792_04024,190,210,I,すぐ,スグ,直ぐ,スグ,すぐ,形状詞-一般,,,和,会話,シテ,375
50-虎寛1792_04024,210,220,I,に,ナリ,なり,ニ,に,助動詞,文語助動詞-ナリ-断定,連用形-ニ,和,会話,シテ,375
50-虎寛1792_04024,220,240,I,無い,ナイ,無い,ナイ,無い,形容詞-非自立可能,形容詞,連体形-一般,和,会話,シテ,375
50-虎寛1792_04024,240,250,I,者,モノ,者,モノ,者,名詞-普通名詞-一般,,,和,会話,シテ,375
50-虎寛1792_04024,250,260,I,で,ナリ,なり,デ,で,助動詞,文語助動詞-ナリ-断定,連用形-融合,和,会話,シテ,375
50-虎寛1792_04024,260,290,I,御座る,ゴザル,御座る,ゴザル,御座る,動詞-非自立可能,文語四段-ラ行,終止形-一般,混,会話,シテ,375
50-虎寛1792_04024,290,300,I,。,,。,,。,補助記号-句点,,,記号,会話,シテ,375
50-虎寛1792_04024,300,320,B,山奥,ヤマオク,山奥,ヤマオク,山奥,名詞-普通名詞-一般,,,和,会話,シテ,375
