sample_id,start,end,boundary,key,lForm,lemma,form,origchar,pos,cType,cForm,wType,tType,speaker,page
50-虎寛1792_03001,10,40,B,しどう,シドウ,止動,シドー,しどう,名詞-普通名詞-一般,,,漢,,,9
50-虎寛1792_03001,40,80,I,はうがく,ホウガク,方角,ホーガク,はうがく,名詞-普通名詞-一般,,,漢,,,9
50-虎寛1792_03001,80,100,B,罷出,マカリイデル,罷り出でる,マカリイデ,罷出,動詞-一般,文語下二段-ダ行,連用形-一般,和,会話,主,9
50-虎寛1792_03001,100,120,I,たる,タリ,たり,タル,たる,助動詞,文語助動詞-タリ-完了,連体形-一般,和,会話,主,9
50-虎寛1792_03001,120,130,I,者,モノ,者,モノ,者,名詞-普通名詞-一般,,,和,会話,主,9
50-虎寛1792_03001,130,140,I,は,ハ,は,ワ,は,助詞-係助詞,,,和,会話,主,9
50-虎寛1792_03001,140,150,I,、,,、,,、,補助記号-読点,,,記号,会話,主,9
50-虎寛1792_03001,150,160,I,此,コノ,此の,コノ,此,連体詞,,,和,会話,主,9
50-虎寛1792_03001,160,180,I,当り,アタリ,辺り,アタリ,当り,名詞-普通名詞-副詞可能,,,和,会話,主,9
50-虎寛1792_03001,180,190,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,190,210,I,住居,スマイ,住まい,スマイ,住居,名詞-普通名詞-一般,,,和,会話,主,9
50-虎寛1792_03001,210,230,I,致す,イタス,致す,イタス,致す,動詞-非自立可能,文語四段-サ行,連体形-一般,和,会話,主,9
50-虎寛1792_03001,230,240,I,者,モノ,者,モノ,者,名詞-普通名詞-一般,,,和,会話,主,9
50-虎寛1792_03001,240,250,I,で,ナリ,なり,デ,で,助動詞,文語助動詞-ナリ-断定,連用形-融合,和,会話,主,9
50-虎寛1792_03001,250,280,I,御座る,ゴザル,御座る,ゴザル,御座る,動詞-非自立可能,文語四段-ラ行,終止形-一般,混,会話,主,9
50-虎寛1792_03001,280,290,I,。,,。,,。,補助記号-句点,,,記号,会話,主,9
50-虎寛1792_03001,290,310,B,天下,テンカ,天下,テンガ,天下,名詞-普通名詞-一般,,,漢,会話,主,9
50-虎寛1792_03001,310,330,I,治り,オサマル,収まる,オサマリ,治り,動詞-一般,文語四段-ラ行,連用形-一般,和,会話,主,9
50-虎寛1792_03001,330,340,I,、,,、,,、,補助記号-読点,,,記号,会話,主,9
50-虎寛1792_03001,340,370,I,めで度,メデタイ,めでたい,メデタイ,めで度,形容詞-一般,形容詞,連体形-一般,和,会話,主,9
50-虎寛1792_03001,370,390,I,御代,ミヨ,御代,ミヨ,御代,名詞-普通名詞-一般,,,和,会話,主,9
50-虎寛1792_03001,390,400,I,で,ナリ,なり,デ,で,助動詞,文語助動詞-ナリ-断定,連用形-融合,和,会話,主,9
50-虎寛1792_03001,400,430,I,御座れ,ゴザル,御座る,ゴザレ,御座れ,動詞-非自立可能,文語四段-ラ行,已然形-一般,混,会話,主,9
50-虎寛1792_03001,430,440,I,ば,バ,ば,バ,ば,助詞-接続助詞,,,和,会話,主,9
50-虎寛1792_03001,440,450,I,、,,、,,、,補助記号-読点,,,記号,会話,主,9
50-虎寛1792_03001,450,460,I,此,コノ,此の,コノ,此,連体詞,,,和,会話,主,9
50-虎寛1792_03001,460,470,I,間,アイダ,間,アイダ,間,名詞-普通名詞-副詞可能,,,和,会話,主,9
50-虎寛1792_03001,470,480,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,480,540,I,あなたこなた,アナタコナタ,彼方此方,アナタコナタ,あなたこなた,代名詞,,,和,会話,主,9
50-虎寛1792_03001,540,550,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,550,560,I,御,オ,御,オ,御,接頭辞,,,和,会話,主,9
50-虎寛1792_03001,560,590,I,茶の湯,チャノユ,茶の湯,チャノユ,茶の湯,名詞-普通名詞-一般,,,混,会話,主,9
50-虎寛1792_03001,590,600,I,は,ハ,は,ワ,は,助詞-係助詞,,,和,会話,主,9
50-虎寛1792_03001,600,660,I,おびただしい,オビタダシイ,夥しい,オビタダシー,おびたゞしい,形容詞-一般,形容詞,連体形-一般,和,会話,主,9
50-虎寛1792_03001,660,670,I,事,コト,事,コト,事,名詞-普通名詞-一般,,,和,会話,主,9
50-虎寛1792_03001,670,680,I,で,ナリ,なり,デ,で,助動詞,文語助動詞-ナリ-断定,連用形-融合,和,会話,主,9
50-虎寛1792_03001,680,710,I,御ざる,ゴザル,御座る,ゴザル,御ざる,動詞-非自立可能,文語四段-ラ行,終止形-一般,混,会話,主,9
50-虎寛1792_03001,710,720,I,。,,。,,。,補助記号-句点,,,記号,会話,主,9
50-虎寛1792_03001,720,730,B,夫,ソレ,其れ,ソレ,夫,代名詞,,,和,会話,主,9
50-虎寛1792_03001,730,740,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,740,750,I,付,ツク,付く,ツキ,付,動詞-非自立可能,文語四段-カ行,連用形-一般,和,会話,主,9
50-虎寛1792_03001,750,760,I,、,,、,,、,補助記号-読点,,,記号,会話,主,9
50-虎寛1792_03001,760,770,I,某,ソレガシ,某,ソレガシ,某,代名詞,,,和,会話,主,9
50-虎寛1792_03001,770,780,I,も,モ,も,モ,も,助詞-係助詞,,,和,会話,主,9
50-虎寛1792_03001,780,800,I,今日,コンニチ,今日,コンニチ,今日,名詞-普通名詞-副詞可能,,,漢,会話,主,9
50-虎寛1792_03001,800,810,I,は,ハ,は,ワ,は,助詞-係助詞,,,和,会話,主,9
50-虎寛1792_03001,810,820,I,山,ヤマ,山,ヤマ,山,名詞-普通名詞-一般,,,和,会話,主,9
50-虎寛1792_03001,820,830,I,一,ヒト,一,ヒト,一,名詞-数詞,,,和,会話,主,9
50-虎寛1792_03001,830,840,I,つ,ツ,つ,ツ,つ,接尾辞-名詞的-助数詞,,,和,会話,主,9
50-虎寛1792_03001,840,870,I,あなた,アナタ,彼方,アナタ,あなた,代名詞,,,和,会話,主,9
50-虎寛1792_03001,870,880,I,へ,ヘ,へ,エ,へ,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,880,920,I,茶くらべ,チャクラベ,茶比べ,チャクラベ,茶くらべ,名詞-普通名詞-一般,,,混,会話,主,9
50-虎寛1792_03001,920,930,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,930,950,I,参る,マイル,参る,マイル,参る,動詞-非自立可能,文語四段-ラ行,連体形-一般,和,会話,主,9
50-虎寛1792_03001,950,960,I,が,ガ,が,ガ,が,助詞-接続助詞,,,和,会話,主,9
50-虎寛1792_03001,960,970,I,、,,、,,、,補助記号-読点,,,記号,会話,主,9
50-虎寛1792_03001,970,1000,I,折ふし,オリフシ,折節,オリフシ,折ふし,名詞-普通名詞-副詞可能,,,和,会話,主,9
50-虎寛1792_03001,1000,1010,I,茶,チャ,茶,チャ,茶,名詞-普通名詞-一般,,,漢,会話,主,9
50-虎寛1792_03001,1010,1020,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,1020,1030,I,詰,ツメル,詰める,ツメ,詰,動詞-一般,文語下二段-マ行,連用形-一般,和,会話,主,9
50-虎寛1792_03001,1030,1040,I,た,タ,た,タ,た,助動詞,助動詞-タ,連体形-一般,和,会話,主,9
50-虎寛1792_03001,1040,1050,I,が,ガ,が,ガ,が,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,1050,1080,I,御ざら,ゴザル,御座る,ゴザラ,御ざら,動詞-非自立可能,文語四段-ラ行,未然形-一般,混,会話,主,9
50-虎寛1792_03001,1080,1090,I,ぬ,ズ,ず,ヌ,ぬ,助動詞,文語助動詞-ズ,連体形-一般,和,会話,主,9
50-虎寛1792_03001,1090,1100,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,1100,1110,I,依,ヨル,因る,ヨッ,依,動詞-一般,文語四段-ラ行,連用形-促音便,和,会話,主,9
50-虎寛1792_03001,1110,1120,I,て,テ,て,テ,て,助詞-接続助詞,,,和,会話,主,9
50-虎寛1792_03001,1120,1130,I,、,,、,,、,補助記号-読点,,,記号,会話,主,9
50-虎寛1792_03001,1130,1150,I,太郎,タロウ,太郎,タロー,太郎,名詞-普通名詞-一般,,,漢,会話,主,9
50-虎寛1792_03001,1150,1190,I,くはじや,カジャ,冠者,カジャ,くはじや,名詞-普通名詞-一般,,,漢,会話,主,9
50-虎寛1792_03001,1190,1200,I,を,ヲ,を,オ,を,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,1200,1230,I,呼出し,ヨビイダス,呼び出だす,ヨビイダシ,呼出し,動詞-一般,文語四段-サ行,連用形-一般,和,会話,主,9
50-虎寛1792_03001,1230,1240,I,、,,、,,、,補助記号-読点,,,記号,会話,主,9
50-虎寛1792_03001,1240,1260,I,伯父,オジ,伯父,オジ,伯父,名詞-普通名詞-一般,,,和,会話,主,9
50-虎寛1792_03001,1260,1270,I,や,ヤ,や,ヤ,や,助動詞,助動詞-ヤ,連体形-一般,和,会話,主,9
50-虎寛1792_03001,1270,1280,I,人,ヒト,人,ヒト,人,名詞-普通名詞-一般,,,和,会話,主,9
50-虎寛1792_03001,1280,1290,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,1290,1300,I,方,カタ,方,カタ,方,名詞-普通名詞-助数詞可能,,,和,会話,主,9
50-虎寛1792_03001,1300,1310,I,へ,ヘ,へ,エ,へ,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,1310,1330,I,貸り,カル,借る,カリ,貸り,動詞-一般,文語四段-ラ行,連用形-一般,和,会話,主,9
50-虎寛1792_03001,1330,1340,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,1340,1360,I,遣さ,ツカワス,遣わす,ツカワサ,遣さ,動詞-一般,文語四段-サ行,未然形-一般,和,会話,主,9
50-虎寛1792_03001,1360,1370,I,う,ウ,う,ウ,う,助動詞,無変化型,終止形-一般,和,会話,主,9
50-虎寛1792_03001,1370,1380,I,と,ト,と,ト,と,助詞-格助詞,,,和,会話,主,9
50-虎寛1792_03001,1380,1400,I,存る,ゾンズル,存ずる,ゾンズル,存る,動詞-一般,文語サ行変格,連体形-一般,混,会話,主,9
50-虎寛1792_03001,1400,1410,I,。,,。,,。,補助記号-句点,,,記号,会話,主,9
50-虎寛1792_03001,1410,1420,B,常,ツネ,常,ツネ,常,名詞-普通名詞-一般,,,和,割書き,,9
50-虎寛1792_03001,1420,1430,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,割書き,,9
50-虎寛1792_03001,1430,1460,I,ごとく,ゴトシ,ごとし,ゴトク,ごとく,助動詞,文語助動詞-ゴトシ,連用形-一般,和,割書き,,9
50-虎寛1792_03001,1460,1490,I,呼出し,ヨビイダス,呼び出だす,ヨビイダシ,呼出し,動詞-一般,文語四段-サ行,連用形-一般,和,割書き,,9
50-虎寛1792_03001,1490,1500,I,て,テ,て,テ,て,助詞-接続助詞,,,和,割書き,,9
50-虎寛1792_03001,1500,1510,I,、,,、,,、,補助記号-読点,,,記号,割書き,,9
50-虎寛1792_03001,1510,1520,B,汝,ナンジ,汝,ナンジ,汝,代名詞,,,和,会話,主,9
50-虎寛1792_03001,1520,1530,I,を,ヲ,を,オ,を,助詞-格助詞,,,和,会話,主,9
