sample_id,start,end,boundary,key,lForm,lemma,form,origchar,pos,cType,cForm,wType,tType,speaker,page
50-虎寛1792_05021,10,40,B,ほふし,ホウシ,法師,ホーシ,ほふし,名詞-普通名詞-一般,,,漢,,,521
50-虎寛1792_05021,40,50,I,が,ガ,が,ガ,が,助詞-格助詞,,,和,,,521
50-虎寛1792_05021,50,70,I,はは,ハハ,母,ハハ,はゝ,名詞-普通名詞-一般,,,和,,,521
50-虎寛1792_05021,70,110,B,ざざんざ,ザザンザ,ざざんざ,ザザンザ,ざゞんざ,副詞,,,和,会話,シテ,521
50-虎寛1792_05021,110,120,I,、,,、,,、,補助記号-読点,,,記号,会話,シテ,521
50-虎寛1792_05021,120,140,I,浜松,ハママツ,浜松,ハママツ,浜松,名詞-普通名詞-一般,,,和,会話,シテ,521
50-虎寛1792_05021,140,150,I,の,ノ,の,ノ,の,助詞-格助詞,,,和,会話,シテ,521
50-虎寛1792_05021,150,170,I,おと,オト,音,オト,おと,名詞-普通名詞-一般,,,和,会話,シテ,521
50-虎寛1792_05021,170,180,I,は,ハ,は,ワ,は,助詞-係助詞,,,和,会話,シテ,521
50-虎寛1792_05021,180,220,I,ざざんざ,ザザンザ,ざざんざ,ザザンザ,ざゞんざ,副詞,,,和,会話,シテ,521
50-虎寛1792_05021,220,230,I,。,,。,,。,補助記号-句点,,,記号,会話,シテ,521
50-虎寛1792_05021,230,250,B,ああ,アア,ああ,アー,アヽ,感動詞-一般,,,和,会話,シテ,521
50-虎寛1792_05021,250,260,I,、,,、,,、,補助記号-読点,,,記号,会話,シテ,521
50-虎寛1792_05021,260,280,I,酔ふ,ヨウ,酔う,ヨー,酔ふ,動詞-一般,文語四段-ハ行,連用形-ウ音便,和,会話,シテ,521
50-虎寛1792_05021,280,290,I,た,タ,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,会話,シテ,521
50-虎寛1792_05021,290,310,I,〳〵,,〳〵,,〳〵,補助記号-一般,,,記号,会話,シテ,521
50-虎寛1792_05021,310,320,I,。,,。,,。,補助記号-句点,,,記号,会話,シテ,521
50-虎寛1792_05021,320,350,B,殊の外,コトノホカ,殊の外,コトノホカ,殊の外,副詞,,,和,会話,シテ,521
50-虎寛1792_05021,350,390,I,たべえふ,タベヨウ,食べ酔う,タベエー,たべえふ,動詞-一般,文語四段-ハ行,連用形-ウ音便,和,会話,シテ,521
50-虎寛1792_05021,390,400,I,た,タ,た,タ,た,助動詞,助動詞-タ,終止形-一般,和,会話,シテ,521
50-虎寛1792_05021,400,410,I,。,,。,,。,補助記号-句点,,,記号,会話,シテ,521
50-虎寛1792_05021,410,430,B,いや,イヤ,否,イヤ,イヤ,感動詞-一般,,,和,会話,シテ,521
50-虎寛1792_05021,430,440,I,、,,、,,、,補助記号-読点,,,記号,会話,シテ,521
50-虎寛1792_05021,440,460,I,何か,ナニカ,何彼,ナニカ,何か,名詞-普通名詞-一般,,,和,会話,シテ,521
50-虎寛1792_05021,460,470,I,と,ト,と,ト,と,助詞-格助詞,,,和,会話,シテ,521
50-虎寛1792_05021,470,480,I,云,イウ,言う,イウ,云,動詞-一般,文語四段-ハ行,連体形-一般,和,会話,シテ,521
50-虎寛1792_05021,480,490,I,内,ウチ,内,ウチ,内,名詞-普通名詞-副詞可能,,,和,会話,シテ,521
50-虎寛1792_05021,490,500,I,に,ニ,に,ニ,に,助詞-格助詞,,,和,会話,シテ,521
50-虎寛1792_05021,500,530,I,戻り着,モドリツク,戻り着く,モドリツイ,戻り着,動詞-一般,文語四段-カ行,連用形-イ音便,和,会話,シテ,521
